trip_id,start_time,end_time,headway_secs,exact_times
c52526aa-1e2c-4995-951c-24d890a9957c,07:55:00,10:49:00,1740,0
bfc0aee3-6336-4e6e-af1e-3a3c7d3d84d4,15:17:45,15:36:30,375,0
f8c9b07a-8c37-42ec-96e0-07618c44c3ee,24:37:00,25:04:00,1620,0
fbb296a8-bf9a-4382-aa0a-4defa4fe44aa,13:59:00,14:39:00,1200,0
ef49b274-84e6-4c44-9a73-3eff2e4fa3e0,21:54:00,23:12:00,1560,0
00e0e8b2-47dd-449a-a385-86dae2a16cd1,18:23:00,18:47:00,720,0
f5ddd95e-2737-4467-868c-ec214a2ffcc3,12:03:45,12:43:45,240,0
819b0a50-a4ec-4c88-9009-a6de9100b747,21:45:00,23:21:00,2880,0
ff1da26b-c5fa-4fea-900d-591ab2be53ba,04:55:00,05:50:00,3300,0
38df83d6-62cc-4025-af1a-1dd542f3fc80,17:49:00,18:39:00,1500,0
368f6f63-50eb-4180-9957-82ba05030ec9,20:42:00,22:46:00,3720,0
38d8979e-f22d-4d33-8ad8-65dd30680bfa,16:49:00,17:28:00,780,0
e4a788c5-9086-4154-b18c-82c5b0a54738,21:31:00,25:51:00,3120,0
04c3e5b6-b110-466d-9592-99fec68be4c8,22:56:00,24:15:00,4740,0
b415857e-fe49-4517-8fd6-44e5e18850c1,05:40:00,06:34:00,1620,0
662d1eec-fcf7-467b-a498-ef58e3f7a5c1,08:09:00,08:49:00,600,0
e4071e38-2bc5-4f12-aa2b-ba2368adabdd,04:09:00,05:00:00,1020,0
77006c32-afbf-456c-a9e3-d4624077739f,05:10:00,09:50:00,1200,0
31c6d60b-b54a-4f9c-ba17-ede6a6f2bce3,21:49:00,22:25:00,720,0
28eae5d0-a4be-4aca-80b9-9339b3836b3e,21:18:00,22:28:00,600,0
649e5c5d-07d3-4e3a-85cb-7303024ef3b0,18:51:00,19:30:00,780,0
ea1abc6b-d521-409b-8995-a7792e9b1558,10:57:00,12:17:00,1200,0
f1b176a4-403d-44ad-a616-86789f551bfe,03:28:00,03:55:00,540,0
6aab8cc5-4f22-4b79-b8fd-9d12eaa6a8d4,22:25:00,23:37:00,1440,0
52d99310-ee66-4714-9808-70b44cafa359,08:50:00,09:29:00,780,0
b3214070-17ff-47f7-bd15-8b641d6e6c94,04:38:00,07:14:00,1560,0
c26b8a56-ae43-4f0e-842b-a92b584901d6,06:19:00,14:07:00,2340,0
f6512f86-41c6-4257-9a02-13218de61f08,14:52:00,18:36:00,3360,0
e0c11b90-cbd3-4847-a35c-832735bab0df,04:00:00,05:23:00,4980,0
8bd76703-db13-4b12-8cc5-d7c924f39e25,06:07:00,09:59:00,1740,0
b8513ebc-ae1b-489c-969b-fc2700c608fb,06:05:00,07:27:00,4920,0
da170309-b7b1-4f94-a2c5-c7417262fed3,13:57:00,14:42:00,2700,0
aedd82fc-c219-4540-9122-c68e8542a4c2,13:54:00,22:46:00,4560,0
5b784b78-8733-46bd-8025-4f70f01319f0,06:47:00,08:04:00,660,0
b2973d14-7c8a-4e8b-a291-f943557645ba,06:30:00,08:20:00,3300,0
cefb1963-96f8-4f38-be1f-73283de49e84,05:15:00,06:20:00,3900,0
b9a91ae8-16f1-49da-9fe9-39c1e3ec67f3,06:20:00,07:40:00,1200,0
f77bb0e5-84a5-4fe0-8a94-f70c131ef480,21:18:00,23:27:00,2580,0
138ff3c0-3a81-4ba1-915c-d23f02bbd352,14:43:00,15:15:00,960,0
68e8014c-0412-4394-9ee5-dcbd0f9ba24a,19:34:00,21:54:00,1680,0
e30b8f66-e213-47f1-a5db-8ca2790001ed,10:00:00,17:40:00,1200,0
6be4077a-44d3-4411-a58d-c3741de9dd98,17:40:00,18:30:00,1500,0
a9109713-0714-4e7e-86ad-82a7d81e1edf,09:49:00,17:49:00,1200,0
3a56f298-5171-4690-9fd7-a2c97482c33d,08:42:00,09:09:00,540,0
2abf9079-430c-47a4-9e2e-69d5047d8255,08:24:15,08:43:45,390,0
c9c43e04-5a8b-4fdc-8a93-dc73a88a6e6e,08:42:00,10:00:00,1560,0
7cb5130b-f701-4c77-8ca9-be56d5c62af8,15:56:45,16:34:15,375,0
07bbcc5e-ebaf-4361-a031-7d6f7608b0b2,05:18:00,07:45:00,420,0
04f03cd5-14d8-4489-b320-972cce572217,13:27:00,14:35:00,2040,0
721bfecb-d304-46d1-88d5-4c57f6cf2d44,13:04:00,13:42:00,570,0
789b8627-225b-43d9-8829-ead87a11a23d,15:37:30,18:41:30,240,0
764da5c3-1e26-44ae-baca-fa701c9780ad,16:17:00,18:02:00,420,0
0db126e5-519e-43b3-969d-829310258444,14:27:00,15:15:00,960,0
efc436b3-2dfc-4162-aeed-929cd715ef9b,05:00:00,05:54:00,3240,0
1f6deaef-64cd-48fe-aed5-c7fa4a18167d,19:42:00,24:57:00,2700,0
a5967d4f-98ec-4866-b1f7-ca430fdd6464,11:07:15,11:26:45,585,0
cfda0197-aa63-450a-8551-aabc071c3fc9,16:00:00,18:56:00,1320,0
140450a7-86e0-4650-8a72-38f656010fac,02:45:00,04:11:00,2580,0
82638b08-91fc-4ee2-959f-c213e11377b5,04:42:00,07:44:00,780,0
bfe683d4-249b-48f6-aad6-8411353359cc,12:32:00,14:00:00,1320,0
beb61530-4c0c-4298-ab72-4bcbabaf1063,09:42:00,10:30:00,1440,0
432c564b-f217-4191-9601-31cffa7c427f,14:02:00,15:17:00,1500,0
966de714-9077-4cd5-997a-60701361dade,14:12:00,15:02:00,1500,0
3a3ff758-c6d6-4b23-835d-8527f3facb39,20:52:00,22:01:00,1380,0
5b8a7dd2-4b59-44f2-8445-52862ce43844,07:11:00,07:49:00,1140,0
56ff5d7d-12d3-4c13-9d3f-d26fee59bed4,08:33:00,10:37:00,1860,0
5225f05b-c6d3-41fe-8553-d82b3f054ad4,14:08:00,17:59:00,1260,0
769ef7a3-844d-4945-8fe0-da4e684d4bce,08:56:00,11:40:00,2460,0
208b1372-0128-4ec2-bbdc-d1c728749b9c,12:23:00,13:15:00,3120,0
389d0027-3dbe-492a-9916-c207814f3994,11:46:00,13:07:00,1620,0
d6ba961e-fc36-485e-bec3-fd63e903eb4a,06:52:00,08:46:00,2280,0
6266fe58-fabc-4040-973f-491701a7cdb7,11:30:00,12:54:00,2520,0
9e29971c-58c5-45a4-81a7-2a0d04ce7008,06:05:00,07:13:00,2040,0
fc4fc262-f9b0-47bf-b8d8-53eefad6abaf,18:30:00,19:24:00,1620,0
e036874b-cdb9-46db-9d18-a822e2c13c98,05:50:00,08:31:00,1380,0
30e72e36-af61-48bc-8509-bea9dc513197,11:09:00,11:42:00,660,0
91e1cdb4-08eb-4a38-a609-76480b9c5004,19:49:00,21:39:00,1320,0
4eab1475-7150-4eb2-a84c-1882f7a9d1c7,14:45:00,15:10:00,1500,0
0ec636c8-d410-4b72-a428-4d46964622a2,05:52:00,21:22:00,3600,0
00e8a8f4-10aa-401e-bcd8-81e98e41f883,14:24:00,15:02:00,1140,0
2b6f59c5-d7eb-4fda-b30f-5dd73f909498,10:43:00,12:01:00,1560,0
e71e4d7a-f41b-4028-98c3-f3f8219f3fb2,14:23:00,15:51:00,660,0
cd6351a9-88f9-4f47-9a30-d2f35ce3cb16,19:55:00,22:49:00,1740,0
6ac88d6f-3783-42a3-b0a4-c49a4bdcea6e,18:31:00,19:55:00,1680,0
4718eb7d-ccf9-43ed-83a4-125fbfae724a,08:45:00,15:28:00,1860,0
4f044735-10c5-4fa8-9c87-44ab3e1d631c,06:01:00,08:07:00,540,0
f7515abc-075b-42c3-898c-b7d10359a36c,08:07:00,08:31:00,720,0
4d5a3975-f34b-4e49-b281-bdc242e96e9d,18:27:00,18:49:00,660,0
0962d978-5587-40d4-a82c-ff6f04a43597,05:50:00,06:38:00,1440,0
149a30ab-003c-4c17-bced-7e0dc1634e38,12:17:00,13:45:00,1320,0
8ec44679-0ae8-44ba-a442-565a5e948e85,18:42:00,19:34:00,1560,0
61fc9d2a-2d08-4bad-8c13-44e2b7918215,12:00:00,19:35:00,2100,0
0d5eaa0c-885e-45e8-930d-b7077467573d,15:15:00,16:15:00,900,0
22f19307-d61e-45c7-bd3d-6416110c7055,19:48:00,20:30:00,840,0
c3dbf42c-a672-49d4-9e23-f9236b56a35b,04:30:00,05:22:00,3120,0
8364de17-bb50-4240-938d-a1ae89b5736c,15:18:00,18:48:00,1800,0
1921e998-e405-48b4-b5b8-e5049586b51f,17:25:00,19:10:00,2100,0
90e61b61-d8b3-46bb-b771-aa61330ba308,16:15:00,16:51:00,1080,0
95c35e48-c9f2-47c0-aa60-5bbe781d8d16,10:45:00,16:21:00,480,0
1caf8434-c59b-4d41-b8ae-11ed7945720f,16:51:00,19:21:00,1500,0
4d7a0b4d-4f82-4762-9d11-07f91a1e070a,17:39:00,20:49:00,2280,0
7b1f04ea-ad43-45d3-8039-aed93908a801,17:42:00,20:37:00,1500,0
b3e27f32-b3bf-4c5a-9203-35e7f5ec48d9,10:56:00,12:56:00,1800,0
1f12779b-34c7-4320-b52a-77d5ac34ab9c,13:50:45,14:50:45,720,0
1f7bf5bd-027b-4df2-9f40-bdfd81d95d2e,08:23:00,09:27:00,960,0
b53aa9c1-ad51-41dd-abcd-3df458770898,21:46:00,23:14:00,2640,0
3561ecb5-05b4-453a-bdff-d7d970a94b1a,14:39:00,14:56:00,1020,0
cc9c753d-f175-4a3c-b1c2-b0541e4bac72,14:56:00,17:26:00,900,0
799e7370-6443-45e0-be69-1a0ab5edf1e5,05:17:00,05:38:00,180,0
188e6ceb-7147-40d8-a152-443c52d1818d,05:38:00,08:40:30,150,0
3f1d6ad4-8cf0-4835-a969-b1a85a9b1819,13:22:00,13:58:00,270,0
7cd3ac88-f7e6-42e7-84fc-52c2ff376ad8,19:26:00,19:44:00,540,0
c49652cc-266d-4a89-9d1f-9cf302d37767,08:42:30,09:03:30,210,0
54ff5215-e85a-421e-96a4-68b3914df65f,14:16:30,14:37:30,210,0
5197751d-9c11-4ea3-985f-55ca5a933507,15:12:00,16:22:00,600,0
1db6c351-2cb2-4003-9a1b-4ba97f0ce12f,18:22:15,18:43:30,255,0
9272e66c-9ce7-44c4-824b-9b89cd9a5be8,22:06:30,25:46:30,1320,0
80f939d4-154b-41a5-9d85-f808d1499be7,12:23:15,12:44:15,420,0
0d87c46a-47f1-48e6-8cfa-89bf35797de5,19:24:45,19:41:15,495,0
8ce79e4e-f580-43df-aa54-35acdf476379,13:42:00,14:11:15,585,0
35eee78b-ae12-4df5-a6e5-955e8037f03e,13:22:00,14:00:00,570,0
d6d9c0eb-a670-41b2-adc1-88399f21fa18,18:00:00,29:00:00,600,0
b2bff2d3-ec6f-469b-8bbd-d6ac56005e92,05:22:00,08:42:00,1200,0
8371e5ba-dede-4bb6-99cc-93d984986ccc,19:24:00,21:45:00,2820,0
ef125663-5443-4b61-b501-bfbd21c4a268,08:31:00,09:49:00,1560,0
ef1ce12f-6137-4851-abcb-22437f23ea06,16:00:00,27:00:00,600,0
3c720661-78b9-48ae-b971-60fae7453864,11:42:00,12:22:00,600,0
573d8e8a-0ac8-44c5-93b1-6f2e371248b0,19:27:00,19:49:00,660,0
028cc815-9943-4785-8a92-4b054eb7a164,12:29:00,13:46:00,660,0
ac95d948-9e05-46a4-a5d1-aaa8a1e13cf6,12:06:00,13:27:00,1620,0
5982117a-7368-4224-9306-5473b9b0cb93,10:44:00,14:24:00,1200,0
47d2b095-f384-4e5c-a2fa-eb4a93dd4391,16:24:00,18:42:00,1380,0
d9838b7d-c1a4-4a4f-85ba-b097a6087b6b,05:00:00,06:36:00,1920,0
709399cf-0644-4367-8aa9-91cda5965570,21:15:00,22:09:00,1620,0
c7c4af2e-e006-4e98-bf2c-294708b21971,20:03:00,21:35:00,1380,0
3d95e82e-a499-49ee-b1ae-011c4d85eae5,22:44:00,23:29:00,900,0
33374959-db4f-4f8d-aeac-b61b00ebfdfb,19:27:00,20:03:00,1080,0
44df1c6c-c5be-4d2a-8967-b587d92e27cf,11:18:00,12:27:00,1380,0
42d940ed-0a9c-427d-8bbf-e77c9874564b,14:25:00,14:43:00,1080,0
8e499877-466c-41c4-aa59-369777f95e87,16:11:00,18:41:00,1500,0
7d5476c2-fc26-4890-9c9c-e12cd065641e,12:24:00,13:18:00,1080,0
52ddcf95-c00d-40db-85e2-ead20848b9bd,15:25:00,17:48:00,660,0
c51f47d8-4d4f-4a7c-bd49-3b1b500ff969,19:20:00,22:05:00,3300,0
5f53b7b4-d108-4a53-a01a-6d1a1da29b57,04:30:00,05:02:00,1920,0
71f1d672-9424-4403-a464-2ef699a3de0a,06:00:00,24:00:00,3600,0
0a9282df-923b-4722-b507-059cc557f11f,24:00:00,29:00:00,3600,0
0d4baad9-d47b-4415-9608-14b4ed565bbc,22:01:00,23:25:00,1680,0
374a5c29-590f-4f96-b405-dc83096729a1,05:02:00,05:48:00,1380,0
ba8bad26-4955-4eeb-85d5-e80ccf2e9413,16:22:30,17:16:30,360,0
3b5eed0e-0321-470c-bd37-b5d18a8b8a72,16:19:00,17:43:00,420,0
10033246-77d3-4826-9ba6-7e6e8a4358c7,21:36:00,22:36:00,1200,0
d4dad8cd-9cda-4afa-ac6d-4144020a1a27,18:47:00,20:22:00,1140,0
a941a27b-cad9-4385-bbc5-44299cc749ab,11:24:15,11:41:15,255,0
c01cbd0a-9b80-4a6a-a5dc-380cd1710d5a,22:00:00,27:00:00,3000,0
58f756ef-b1d9-4c31-b453-af6da8151d60,13:47:30,14:34:00,465,0
46628cbc-e0f1-4ff1-a68d-b1f1d77c0c7a,05:59:00,07:23:00,840,0
33e670c3-c385-4f86-86a2-aa46e790bb03,23:21:00,24:55:00,2820,0
40a00983-ea82-4634-96a3-797e8b0a0c6d,04:30:00,04:44:00,840,0
97514e97-0d01-4aaf-94bc-8c17094141fb,15:17:00,16:17:00,720,0
27092e97-decb-4ff7-b661-70443d9fae44,14:52:00,16:44:00,960,0
e8914fee-5a06-43b9-a6d0-99b955a7dfb1,21:39:00,22:37:00,1740,0
dfbd3ed0-1f62-4fce-93d4-040d031d990d,09:23:00,13:47:00,660,0
c5858277-f4ec-4dde-a3d7-d3cbdf2b8492,07:53:00,10:43:00,2040,0
ef74c119-c6e4-4edb-aa8e-db076c71b84a,12:33:00,13:12:00,2340,0
a49140db-9345-4e8c-b33d-ab8688814dd2,06:31:00,07:31:00,900,0
7764fe57-b331-455a-a22d-509d1c461e51,10:43:00,12:33:00,3300,0
35c8e0ab-0e61-4e8f-9b55-bf7b55187deb,12:22:00,12:44:00,660,0
b4377155-82be-4011-9e97-2059ff5bd326,11:49:00,12:29:00,600,0
5692ad11-609c-4758-8a22-edc758415aff,22:18:00,25:43:00,2460,0
5e1f36ee-d61c-4fbb-b95c-99425f8e1ffe,07:45:00,08:45:00,1800,0
44270c55-7133-4ff7-b3dd-6b20f1751a9b,19:28:00,21:22:00,1140,0
912da0d8-2108-424f-9143-0a53b004b024,12:24:00,13:48:00,1260,0
45c51dfc-60b0-489b-97eb-8e2d8cc4ac15,07:40:00,08:43:00,540,0
4e6bfb8d-e676-46a2-a7c4-d3f3bcd7fa3a,16:19:00,18:11:00,840,0
bb9090a8-0a4b-4c32-87da-b1057d89b41f,04:00:00,04:30:00,1800,0
c542cca5-0260-4e5e-ba20-96769f3b9d05,12:52:00,13:56:00,960,0
07463464-23a2-4663-b6e4-85338e8ec397,16:17:00,18:27:00,600,0
2b2208c0-b5d3-44fd-8b91-caac923df0b5,07:47:00,11:11:00,2040,0
6cd1aa6c-e482-47cc-9766-2b8c8d939e15,06:45:00,18:00:00,3600,0
26c8585d-3c58-41f3-abe5-18881068856f,09:50:00,11:26:00,960,0
22fd25eb-b448-4a6a-956c-533db2d3fc3e,14:22:00,14:58:00,720,0
c7a405e3-85d9-49d6-9f06-08ec7e386b50,13:07:30,13:47:30,480,0
12706c64-3c51-48e1-bc06-3b8e6a9cdba9,18:21:00,19:25:00,960,0
3ab2403b-e5e3-4cfd-ac46-592ff26f02fe,07:47:00,10:49:00,1560,0
345316ba-f431-4d82-9b76-2efb27f29461,06:08:00,08:44:00,720,0
f714b1ae-ad35-4982-b712-55c85f7b2715,05:48:00,08:43:00,420,0
2db8f660-a93a-4ff8-af1a-c583d94c753c,12:44:00,14:59:00,540,0
da34c345-228f-4be5-a93a-3ccd9eb415d1,08:09:00,08:29:00,600,0
e3f647e4-2d1d-4967-a4f6-5d150d8cd1b6,10:45:30,11:00:30,300,0
7a9d0e16-67ca-47c5-a504-96f32ecab094,19:33:00,21:54:00,2820,0
8674131e-d376-4c3d-9843-d96e990ebfb3,21:44:30,22:06:30,660,0
f9578eea-e2b5-41fa-a14c-93db9e748f25,03:27:00,04:57:00,600,0
6f96134f-a70f-4877-80bc-146cb01c0d85,22:44:45,23:32:45,960,0
96fa0b16-b6b1-4fc2-9a15-994715d9d968,08:40:15,09:42:45,375,0
f5378c93-34c9-42ef-be11-9390803d1d13,10:08:00,10:48:00,1200,0
f0fee486-9432-4ab9-a1d0-d2215884c7ed,08:41:00,10:46:00,1500,0
b40cb831-5852-4661-b9f5-c9761c147a5f,20:46:00,23:42:00,2640,0
b691b4e0-131d-4c24-bf92-24e55b8de3e7,10:19:00,11:46:00,1740,0
c4a6c25f-0819-474a-b9c1-b889e7d6a50d,19:24:00,19:46:00,660,0
df5d0c7b-e079-40c0-8e1d-b4495f19ce2a,04:55:00,05:43:00,2880,0
026facf4-36da-4bcb-a462-35d1296773d2,09:10:00,10:04:00,1080,0
b49be75d-5981-437d-8f3a-71c0bb063c13,14:11:00,16:35:00,1080,0
ac9bd865-bc3f-499d-bf24-00d40e85db45,06:46:00,08:16:00,1800,0
2e12121d-26d0-4a26-a8b7-947b08d51110,08:16:00,12:56:00,1680,0
51f55f7f-cb12-4ef6-a799-30f21d37412c,16:20:00,17:44:00,5040,0
950fa29e-201d-40d2-bfca-9daaf0bf3137,14:16:00,16:16:00,720,0
2967325d-ab57-4953-ba72-8a7e84077d13,10:45:00,11:25:00,1200,0
0da48ac6-ea29-4a9a-b32e-fe5a9fd6b434,19:21:00,21:29:00,1920,0
a798f683-5ac7-40fd-9026-45f77356ba2c,03:00:00,03:28:00,840,0
78c6c7fc-1878-469d-90d9-184cb0437bc3,04:02:00,05:50:00,1080,0
6ac9d723-ce41-4291-b131-187459c17c9d,18:24:00,19:24:00,720,0
08665b2d-9e44-4a02-937f-ed64eaf54032,06:01:00,08:41:00,1920,0
0ac4d65b-d237-41fd-b487-9163d74d3d06,04:00:00,05:16:00,4560,0
55c3e835-ca8b-4c6f-aadc-6be637772947,18:04:00,18:24:00,600,0
f621e8a9-e6f6-4a2e-81b6-8e50f9a96922,09:29:00,12:29:00,720,0
f9e222a9-354c-43f5-865e-b3cef4a90706,20:21:00,20:48:45,555,0
1e98d4d2-1dc6-41d2-bdcd-0aa5ad3d3d89,12:40:45,13:22:00,495,0
101626ad-be93-49b4-b080-2344e4d38b25,04:00:00,22:00:00,3600,0
b4420f73-69c1-4ccf-86ce-deebfd7d4a52,12:31:00,13:46:00,900,0
0321e00b-8ee8-4b73-a4ee-32f94173264e,06:42:00,08:34:00,960,0
86fabe2f-a9db-4bbd-b5b5-bd7d3146a802,08:34:00,09:08:00,1020,0
30527ff5-a299-4ee3-9044-9a9a241fad47,11:04:00,14:14:00,1140,0
1468a9eb-5b56-4dee-b8d7-334c4b89703f,06:00:00,07:38:00,2940,0
9b4d0b28-08af-4f97-9b04-f11ffb3e8e54,21:13:00,22:25:00,4320,0
ad23cdd6-e8fc-4749-902d-735efa214fa1,15:39:15,16:16:45,375,0
bd3efcab-4818-4407-bac7-951c28a5eadc,21:46:15,22:44:45,585,0
89ad243d-8894-4e41-8d85-c93b369f5ee1,06:56:00,10:32:00,1440,0
317db69a-ba98-4145-a792-240d58853541,03:30:00,03:43:15,795,0
8bcbff76-d0b0-42e7-85f0-be797c2b4e5a,17:28:00,19:36:00,960,0
3511f6a3-684a-4b4d-a446-05bb30e6cd8c,21:28:45,21:49:15,615,0
0e82e6d4-db39-4fec-8c5c-605ee9fcaa55,05:42:00,08:51:00,1260,0
af934e20-d088-4683-b946-b6db64e4628d,17:38:00,18:28:00,1500,0
a43b0f95-519a-45fb-91c4-2ae11b848b7f,05:30:00,22:08:00,5988,0
46759c29-e31d-404e-a7f3-1104609adf6f,22:07:00,23:32:00,5100,0
3174348c-91ae-4f85-aa3f-91ce8d2d5ec2,09:41:00,11:23:00,2040,0
52c1d25e-d8ee-48dc-a212-15a30c69a870,19:25:00,21:25:00,1800,0
cf5f4841-cbb5-4113-be28-6272ce11cc42,08:44:00,09:44:00,1200,0
911532fd-a613-4faa-864c-fca6def7ff3b,18:39:00,19:33:00,1620,0
6294674f-78be-4704-b28f-152eec4c85ab,12:44:00,13:54:00,840,0
