stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
1001O00006C0,"","Avenida Barão de Tefé,  oposto ao 99","",-22.89731,-43.18737,"","",0,"","",,""
1002O00001C0,"","Rua Rivadávia Corrêa , 187","",-22.89797,-43.1954,"","",0,"","",,""
1002O00004C0,"",Rua Rivadávia Corrêa próximo ao 227-247,"",-22.89541,-43.1964,"","",0,"","",,""
1002O00007C0,"",Rua Camerino próximo ao 32,"",-22.8984,-43.18773,"","",0,"","",,""
1002O00008C0,"",Rua Bento Ribeiro próximo ao 104,"",-22.90064,-43.19296,"","",0,"","",,""
1002O00010C0,"",AquaRio,"",-22.89331,-43.1926,"","",0,"","",,""
1002O00012C2,"",Silvino Montenegro,"",-22.894498,-43.190443,"","",0,"","",,""
1002O00013C0,"",Hospital dos Servidores,"",-22.89538,-43.18789,"","",0,"","",,""
1003O00006C0,"",Avenida Professor Pereira Reis próximo ao 53-101,"",-22.897653,-43.202279,"","",0,"","",,""
1003O00012C0,"","Via Binário do Porto , oposto ao 310","",-22.897611,-43.20376,"","",0,"","",,""
1003O00015C0,"","Rua Equador, oposto ao 436","",-22.8976,-43.20581,"","",0,"","",,""
1003O00016C0,"",Via Binário do Porto próximo ao 742-778,"",-22.89699,-43.20429,"","",0,"","",,""
1003O00017C0,"",Via D1 próximo ao 101 - Santo Cristo,"",-22.901242,-43.206571,"","",0,"","",,""
1003O00018C0,"",Cordeiro da Graça,"",-22.89979,-43.20569,"","",0,"","",,""
1003O00020C0,"",Avenida Rodrigues Alves próximo ao 747,"",-22.89605,-43.20335,"","",0,"","",,""
1003O00023C0,"",VIA BINÁRIO DO PORTO,"",-22.8943,-43.19774,"","",0,"","",,""
1003O00027C0,"",Geógrafo Milton Santos,"",-22.90678,-43.20935,"","",0,"","",,""
1003O00031C0,"",Dinah de Queiroz,"",-22.906215,-43.20955,"","",0,"","",,""
1003O00035C0,"",Avenida Cidade de Lima - Santo Cristo,"",-22.898571,-43.202755,"","",0,"","",,""
1003O00042C0,"",R. da América,"",-22.900666,-43.200768,"","",0,"","",,""
1003O00064C2,"",Ponto Final: Rodoviária :: Linhas 112 e 133,"",-22.900548,-43.208675,"","",0,"","",,""
1003O00065C2,"",Ponto Final: Rodoviária :: Linha 104,"",-22.900214,-43.206754,"","",0,"","",,""
1003O00066C1,"",Ponto Final: Rodoviária :: Linhas 108 e 110,"",-22.900395,-43.207174,"","",0,"","",,""
1003O00067C2,"",Cidade do Samba,"",-22.894509,-43.197401,"","",0,"","",,""
1003VZ0052E9,"",Cordeiro da Graça,"",-22.897111,-43.204214,"","",1,"","",,""
1003VZ0060P1,"",Cordeiro da Graça,"",-22.897132,-43.204272,"","",0,1003VZ0052E9,"",,""
1004O00001C0,"",Carlos Seidl,"",-22.87773,-43.21602,"","",0,"","",,""
1004O00003C0,"",Monsenhor Manuel Gomes,"",-22.8886,-43.22001,"","",0,"","",,""
1004O00008C0,"",Rua Carlos Seidl,"",-22.88385,-43.22547,"","",0,"","",,""
1004O00009C9,"","Rua Carlos Seidl , 1333","",-22.879491,-43.224601,"","",0,"","",,""
1004O00010C0,"",INTO,"",-22.89425,-43.21386,"","",0,"","",,""
1004O00013C0,"","R. Carlos Seidl , oposto ao 321","",-22.876802,-43.218708,"","",0,"","",,""
1004O00014C0,"","Rua Peter Lund , 38","",-22.88343,-43.22595,"","",0,"","",,""
1004O00018C0,"",Ponto Final: Caju :: Linhas 209 e 906,"",-22.87797,-43.21592,"","",0,"","",,""
1004O00006C0,"",Parque Alegria,"",-22.88546,-43.22908,"","",0,"","",,""
1004O00005C0,"",Péter Lund,"",-22.88464,-43.2265,"","",0,"","",,""
1003O00029C0,"",Comandante Garcia Pires,"",-22.90082,-43.20973,"","",0,"","",,""
1003O00026C0,"",Pedro Alves,"",-22.90861,-43.20924,"","",0,"","",,""
1003O00032C1,"",Comandante Garcia Pires,"",-22.901663,-43.208455,"","",0,"","",,""
1003O00033C0,"",Praia Formosa,"",-22.90297,-43.208376,"","",0,"","",,""
1004O00019C9,"","Rua Carlos Seidl , oposto ao 1333","",-22.879428,-43.224736,"","",0,"","",,""
1004O00021C9,"","R. Carlos Seidl , 345","",-22.876667,-43.219271,"","",0,"","",,""
1004O00022C0,"","R. Carlos Seidl , 785","",-22.875813,-43.222653,"","",0,"","",,""
1004O00023C0,"","R. Carlos Seidl , oposto 785","",-22.875651,-43.222618,"","",0,"","",,""
1004O00024C0,"",General Gurjão,"",-22.8764,-43.21381,"","",0,"","",,""
1004O00026C0,"",Estaleiro Inhaúma,"",-22.874689,-43.210347,"","",0,"","",,""
1005L00022S0,"","BRS 1,2,3: Central","",-22.90591,-43.19395,"","",0,"","",,""
1005O00005P0,"",Terminal Procópio Ferreira :: Plat. Central,"",-22.904898,-43.192358,"","",0,1005O00377T9,"",,""
1005O00013S0,"","BRS 4,5: Rua de Santana","",-22.90677,-43.19493,"","",0,"","",,""
1005O00018S0,"","BRS 1,2,3: Santa Luzia","",-22.90853,-43.17225,"","",0,"","",,""
1005O00019S0,"","BRS 5,I: Central","",-22.90609,-43.19353,"","",0,"","",,""
1005O00025S0,"","BRS 3,4: Central","",-22.9059,-43.19296,"","",0,"","",,""
1005O00026S9,"","BRS 3,4: Passos","",-22.90344,-43.18532,"","",0,"","",,""
1005O00027S0,"",BRS 4: Central,"",-22.90562,-43.19151,"","",0,"","",,""
1005O00029S0,"","BRS 1,2,3: Beira Mar","",-22.91079,-43.1713,"","",0,"","",,""
1005O00033S0,"",BRS 4: Central,"",-22.90542,-43.1924,"","",0,"","",,""
1005O00034S9,"","BRS 1,2,4,5: Debret","",-22.90732,-43.17396,"","",0,"","",,""
1005O00040C0,"",São Crispim e São Crispiniano,"",-22.91343,-43.18832,"","",0,"","",,""
1005O00041C0,"",Rezende,"",-22.91448,-43.18843,"","",0,"","",,""
1005O00046C2,"",Ponto Final: Candelária :: Linhas 324 e 329,"",-22.90243,-43.181646,"","",0,"","",,""
1005O00052S0,"",BRS 5: Rio Branco,"",-22.90143,-43.18009,"","",0,"","",,""
1005O00053S0,"",BRS 5: Tomé de Sousa,"",-22.90384,-43.18753,"","",0,"","",,""
1005O00054S0,"",BRS 5: Central,"",-22.90573,-43.19337,"","",0,"","",,""
1005O00056S0,"","BRS 1,2: Central","",-22.90541,-43.19145,"","",0,"","",,""
1005O00057S0,"","BRS 1,2,5: Passos","",-22.90319,-43.18456,"","",0,"","",,""
1005O00059S0,"","BRS 1,3: Rua de Santana","",-22.90688,-43.19524,"","",0,"","",,""
1005O00060C0,"",General Caldwell,"",-22.90623,-43.193405,"","",0,"","",,""
1005O00061S0,"","BRS 1,2,3: Praça da República","",-22.90481,-43.189,"","",0,"","",,""
1005O00069S0,"",BRS 4: Tomé de Sousa,"",-22.90371,-43.18711,"","",0,"","",,""
1005O00071C0,"",Ponto Final: Bairro de Fátima,"",-22.91698,-43.18823,"","",0,"","",,""
1005O00090C0,"",Leandro Martins,"",-22.90162,-43.18528,"","",0,"","",,""
1005O00111C0,"",Ponto Regulador: Castelo :: Linha 014,"",-22.90888,-43.17491,"","",0,"","",,""
1005O00120C2,"",Ponto Final: Candelária :: Linhas 322 e 326,"",-22.902564,-43.182057,"","",0,"","",,""
1005O00124C0,"",Museu Nacional de Belas Artes,"",-22.90903,-43.17542,"","",0,"","",,""
1005O00125C0,"",Marrecas,"",-22.91183,-43.17866,"","",0,"","",,""
1005O00129P0,"",Terminal Procópio Ferreira :: Plat. Norte,"",-22.904565,-43.191892,"","",0,1005O00377T9,"",,""
1005O00135C0,"",Treze de Maio,"",-22.9099,-43.17701,"","",0,"","",,""
1005O00142C0,"",Ponto Final: Candelária :: Linha 343,"",-22.90232,-43.18185,"","",0,"","",,""
1005O00143C0,"",Ponto Regulador: Central do Brasil,"",-22.90307,-43.19083,"","",0,"","",,""
1005O00150S0,"","BRS 5,I: Praça da República","",-22.90454,-43.18876,"","",0,"","",,""
1005O00151S0,"","BRS 1,2,3,4: Franklin Roosevelt","",-22.910308,-43.171774,"","",0,"","",,""
1005O00152S0,"",BRS 4: Erasmo Braga,"",-22.90519,-43.17367,"","",0,"","",,""
1005O00155S0,"",BRS 4: Rio Branco,"",-22.90175,-43.18107,"","",0,"","",,""
1005O00055S0,"","BRS 1,3: Uruguaiana","",-22.902132,-43.182091,"","",0,"","",,""
1005O00154S0,"","BRS 2,4: Candelária","",-22.900689,-43.178257,"","",0,"","",,""
1005O00030S0,"","BRS 1,3: Candelária","",-22.900492,-43.177708,"","",0,"","",,""
1005O00031S0,"",BRS 2: Uruguaiana,"",-22.902469,-43.183149,"","",0,"","",,""
1005O00004S0,"","BRS 2,4: Central","",-22.905275,-43.192459,"","",0,"","",,""
1005O00068S0,"","BRS 1,3,4,5: Almirante Barroso","",-22.907518,-43.172851,"","",0,"","",,""
1005O00140C0,"",Estivadores,"",-22.899404,-43.187619,"","",0,"","",,""
1005O00064S0,"",BRS 2B: Praça da República,"",-22.904734,-43.189498,"","",0,"","",,""
1004O00020C9,"","Rua General Sampaio , oposto ao 74","",-22.878055,-43.215977,"","",0,"","",,""
1005O00063S0,R729,"BRS 1,2,4: General Caldwell","",-22.90978,-43.19101,"","",0,"","",,""
1005O00020S0,P7C9,"BRS 1,4: Praça Tiradentes","",-22.90723,-43.18272,"","",0,"","",,""
1005O00043S9,I7DC,"BRS 1,2,3,4,I: Senado","",-22.91118,-43.19203,"","",0,"","",,""
1005O00081S0,2BNZ,"BRS 5,I: Cruz Vermelha","",-22.91251,-43.18975,"","",0,"","",,""
1005O00146S0,2BTM,"BRS 1,2,3,4: Cruz Vermelha","",-22.9124,-43.18938,"","",0,"","",,""
1005O00016S9,2DDJ,"BRS 1,2: Treze de Maio","",-22.90836,-43.17734,"","",0,"","",,""
1005O00076P0,"",Terminal Rodoviário Menezes Cortes :: Plat. B,"",-22.905406,-43.174822,"","",0,1005O00266T0,"",,""
1005O00094C0,"",22 de Abril,"",-22.90988,-43.16846,"","",0,"","",,""
1004O00025C0,"",Brasil,"",-22.888207,-43.219215,"","",0,"","",,""
1005O00156S0,"",BRS 2: Passos,"",-22.90329,-43.18583,"","",0,"","",,""
1005O00157S0,"","BRS 2,3: Praça da República","",-22.90446,-43.18946,"","",0,"","",,""
1005O00158S0,"","BRS 4,5: Passos","",-22.90325,-43.18625,"","",0,"","",,""
1005O00159S0,"","BRS 1,2,3: Tomé de Sousa","",-22.90382,-43.18806,"","",0,"","",,""
1005O00162C0,"",Castelo :: Ônibus Executivos,"",-22.90631,-43.17414,"","",0,"","",,""
1005O00164C0,"",Ponto Regulador: Castelo :: Linha 006,"",-22.90883,-43.17477,"","",0,"","",,""
1005O00171C1,"",Ponto Final: Candelária :: Linha 393,"",-22.901639,-43.181276,"","",0,"","",,""
1005O00172C0,"",Ponto Regulador: Praça Tiradentes,"",-22.90731,-43.183,"","",0,"","",,""
1005O00184C0,"",Ponto Final: Ônibus Executivos :: Ilha do Governador,"",-22.90705,-43.17404,"","",0,"","",,""
1005O00189C0,"",Anfilófio de Carvalho,"",-22.90843,-43.17465,"","",0,"","",,""
1005O00190C0,"",Ancine,"",-22.909323,-43.174306,"","",0,"","",,""
1005O00193S9,"","BRS 1,2: Alfândega","",-22.90242,-43.17877,"","",0,"","",,""
1005O00194S9,"","BRS 1,2: Sete de Setembro","",-22.90467,-43.17793,"","",0,"","",,""
1005O00202C0,"",Ponto Final: Castelo :: Linha 2114,"",-22.90441,-43.17505,"","",0,"","",,""
1005O00211C0,"",Professor Clementino Fraga,"",-22.90859,-43.19501,"","",0,"","",,""
1005O00212C0,"",Frei Caneca,"",-22.9106,-43.19392,"","",0,"","",,""
1005O00214C0,"",Hospital Espanhol,"",-22.91362,-43.1907,"","",0,"","",,""
1005O00215C0,"",Costa Barros,"",-22.9148,-43.18904,"","",0,"","",,""
1005O00220C0,"",Ponto Final: Zona Oeste :: Campo Grande e Vila Kennedy,"",-22.90889,-43.1829,"","",0,"","",,""
1005O00221C0,"",Ponto Final: Zona Oeste :: Bangu,"",-22.90824,-43.18243,"","",0,"","",,""
1005O00222C0,"",Irineu Marinho,"",-22.90925,-43.1935,"","",0,"","",,""
1005O00223C0,"",Igreja de Sant'Ana,"",-22.90773,-43.19399,"","",0,"","",,""
1005O00224C0,"",Frederico Silva,"",-22.9078,-43.19226,"","",0,"","",,""
1005O00225C0,"",Moncorvo Filho,"",-22.90958,-43.19173,"","",0,"","",,""
1005O00226C0,"",Grande Templo Israelita,"",-22.91219,-43.19057,"","",0,"","",,""
1005O00227C0,"",Ponto Regulador: Carioca :: Linha 226,"",-22.90837,-43.17813,"","",0,"","",,""
1005O00228C0,"",Ponto Regulador: Carioca :: Linha 249,"",-22.90881,-43.17938,"","",0,"","",,""
1005O00233C0,"",Praça da República :: Zonas Norte e Oeste,"",-22.90874,-43.18894,"","",0,"","",,""
1005O00234C0,"",Ponto Final:  Praça da República :: 371 e 383,"",-22.908392,-43.189263,"","",0,"","",,""
1005O00235C0,"",Praça da República :: Central e Rodoviária,"",-22.907964,-43.189656,"","",0,"","",,""
1005O00236C0,"",Ponto Final: Terminal Jamil Amiden: Ônibus Executivos :: Zona Oeste,"",-22.90917,-43.18048,"","",0,"","",,""
1005O00239C0,"",Igreja de Santa Luzia,"",-22.9099,-43.17266,"","",0,"","",,""
1005O00240C0,"",Ponto Regulador: Linhas Zona Norte,"",-22.90878,-43.17147,"","",0,"","",,""
1005O00241C0,"",Calouste Gulbekian,"",-22.90795,-43.19572,"","",0,"","",,""
1005O00242P0,"",Terminal Churchill :: Plataforma Sul,"",-22.908986,-43.170703,"","",0,1005O00268T0,"",,""
1005O00243C0,"",Castelo :: Linha 2110,"",-22.90484,-43.17577,"","",0,"","",,""
1005O00246S0,"","BRS 1,2,3: Central","",-22.90585,-43.19226,"","",0,"","",,""
1005O00248C0,"",Carlos de Carvalho,"",-22.91066,-43.18825,"","",0,"","",,""
1005O00249S0,"","BRS 1,2,3: Ouvidor","",-22.90266,-43.17553,"","",0,"","",,""
1005O00250C0,"",Teófilo Otoni,"",-22.89948,-43.17708,"","",0,"","",,""
1005O00253C2,"",Ponto Final: Castelo :: Linha 2111,"",-22.90463,-43.17543,"","",0,"","",,""
1005O00254C0,"",Marrecas,"",-22.9132,-43.17733,"","",0,"","",,""
1005O00255C0,"",Ponto Regulador: Linha 247,"",-22.91239,-43.17652,"","",0,"","",,""
1005O00257C0,"",CAIXA Cultural - BNDES,"",-22.90873,-43.18033,"","",0,"","",,""
1005O00258C0,"",CAIXA Cultural - BNDES,"",-22.9088,-43.18051,"","",0,"","",,""
1005O00260C0,"",Franklin Roosevelt :: Pista Central,"",-22.90957,-43.17046,"","",0,"","",,""
1005O00262C0,"",Linhas Área Central,"",-22.90824,-43.17093,"","",0,"","",,""
1005O00263P0,"",Terminal Procópio Ferreira :: Plat. Sul,"",-22.904988,-43.192317,"","",0,1005O00377T9,"",,""
1005O00266T0,"",Terminal Rodoviário Menezes Cortes,"",-22.905313,-43.174898,"","",1,"","",,""
1005O00267P0,"",Terminal Churchill :: Plataforma Norte,"",-22.908874,-43.170562,"","",0,1005O00268T0,"",,""
1005O00268T0,"",Terminal Churchill,"",-22.908913,-43.170618,"","",1,"","",,""
1005O00270C0,"",Presidente Aguirre Cerda,"",-22.9179,-43.18823,"","",0,"","",,""
1005O00359S0,"","BRS 5,I: Praça da República","",-22.905052,-43.189782,"","",0,"","",,""
1005O00360C2,"",Ponto Final: Castelo :: Linha 306,"",-22.90507,-43.17617,"","",0,"","",,""
1005O00363C0,"",Aeroporto Santos Dumont,"",-22.912738,-43.167063,"","",0,"","",,""
1005O00364C0,"",Ponto Regulador:  Linha 265,"",-22.908037,-43.170773,"","",0,"","",,""
1005O00365C0,"",Uruguaiana,"",-22.902393,-43.182091,"","",0,"","",,""
1005O00367C2,"",Ponto Final: Candelária :: Linhas para Zona Norte,"",-22.90198,-43.18083,"","",0,"","",,""
1005O00218C0,"",Academia Brasileira de Letras,"",-22.910534,-43.172557,"","",0,"","",,""
1005O00198C0,7M9B,"BRS 1,4: Buenos Aires","",-22.9044,-43.18332,"","",0,"","",,""
1005O00197C0,7KKY,"BRS 2,3,5,I: Luis de Camões","",-22.905593,-43.182786,"","",0,"","",,""
1005O00231S0,QGWM,BRS 4: Praça da República,"",-22.90864,-43.18772,"","",0,"","",,""
1005O00180C0,JG2L,"BRS 1,2,3,4,5,I: Uruguaiana","",-22.90664,-43.18006,"","",0,"","",,""
1005O00181C0,JUCL,"BRS 1,2,3,4,5,I: Largo da Carioca","",-22.90649,-43.17764,"","",0,"","",,""
1005O00230S0,PEQT,"BRS 1,2: Praça da República","",-22.90843,-43.1869,"","",0,"","",,""
1005O00237S0,2CTP,BRS I: República do Paraguai,"",-22.90913,-43.17964,"","",0,"","",,""
1005O00238S0,2CZT,BRS 4: República do Paraguai,"",-22.909,-43.17926,"","",0,"","",,""
1005O00259C0,"",Catedral Metropolitana,"",-22.909372,-43.180251,"","",0,"","",,""
1005O00208C0,"",Franklin Roosevelt :: Pista Lateral,"",-22.90952,-43.17067,"","",0,"","",,""
1005O00369C2,"",Ponto Final: Candelária :: Linha 328,"",-22.902674,-43.18239,"","",0,"","",,""
1005O00370C1,"",Ponto Final: Candelária :: Linha 388,"",-22.901944,-43.182203,"","",0,"","",,""
1005O00372C1,"",Ponto Final: Candelária :: Linha 369,"",-22.901438,-43.18065,"","",0,"","",,""
1005O00373C1,"",Ponto Final: Candelária :: Linha 392,"",-22.901524,-43.180918,"","",0,"","",,""
1005O00374C2,"",DECEA,"",-22.908598,-43.168241,"","",0,"","",,""
1005O00375S2,"","BRS 2,3,5,I: Passos","",-22.903332,-43.184461,"","",0,"","",,""
1005O00376S2,"","BRS 1,4: Passos","",-22.903617,-43.185315,"","",0,"","",,""
1005O00377T9,"",Terminal Procópio Ferreira,"",-22.904806,-43.192141,"","",1,"","",,""
1005O00378C0,"",ALERJ,"",-22.906471,-43.17582,"","",0,"","",,""
1006O00004C0,"","Rua do Chichorro , 9","",-22.91707,-43.19543,"","",0,"","",,""
1006O00006C0,"","Rua Itapiru , oposto ao 155","",-22.91907,-43.19573,"","",0,"","",,""
1006O00007C0,"","Rua Itapiru , oposto ao 315","",-22.92023,-43.19661,"","",0,"","",,""
1006O00008C0,"","Rua Itapiru , 814","",-22.92414,-43.19849,"","",0,"","",,""
1006O00009C0,"","Rua Itapiru , 711","",-22.92357,-43.1979,"","",0,"","",,""
1006O00010C0,"","Rua Itapiru , oposto ao 564","",-22.92227,-43.19726,"","",0,"","",,""
1006O00011C0,"","Rua Doutor Agra , 115","",-22.9205,-43.19591,"","",0,"","",,""
1006O00015C0,"",Rua Dr Lagden ao lado 198,"",-22.91618,-43.19452,"","",0,"","",,""
1006O00017C0,"",Rua de Catumbi 93,"",-22.9166,-43.19521,"","",0,"","",,""
1006O00018C0,"","R. Itapiru , 592","",-22.922234,-43.197393,"","",0,"","",,""
1007O00009C0,"","Rua Barão de Itapagipe , 154","",-22.92059,-43.21275,"","",0,"","",,""
1007O00012C0,"",Rua Estrela próximo ao 78,"",-22.92494,-43.20832,"","",0,"","",,""
1007O00014C0,"","Rua Barão de Petrópolis , 44","",-22.92616,-43.2049,"","",0,"","",,""
1007O00015C0,"","Rua Barão de Petrópolis , 374","",-22.92831,-43.20358,"","",0,"","",,""
1007O00020C0,"","Rua Barão de Petrópolis , 11","",-22.92555,-43.20513,"","",0,"","",,""
1007O00022C0,"","Rua Campos da Paz , 63","",-22.92342,-43.20786,"","",0,"","",,""
1007O00023C0,"","Rua Aristídes Lôbo , 173","",-22.92177,-43.20882,"","",0,"","",,""
1007O00024C0,"","Rua Aristídes Lôbo , 109","",-22.91992,-43.20858,"","",0,"","",,""
1007O00025C0,"","Rua Aristídes Lôbo , 35","",-22.91786,-43.20922,"","",0,"","",,""
1007O00030C0,"","Rua Santa Alexandrina , oposto ao 1022","",-22.93359,-43.20924,"","",0,"","",,""
1007O00031C0,"","Rua Itapiru , 1344","",-22.92497,-43.20299,"","",0,"","",,""
1006O00016C0,"",Rua de Catumbi 15,"",-22.914984,-43.195936,"","",0,"","",,""
1007O00021C0,"","Rua Campos da Paz , 117","",-22.923657,-43.206368,"","",0,"","",,""
1007O00013C0,"",Ponto Final: Rio Comprido,"",-22.925297,-43.205808,"","",0,"","",,""
1006O00012C0,"",Rua Gilda de Abreu próximo ao 313-363,"",-22.91977,-43.194399,"","",0,"","",,""
1007O00019C0,"",Flor de Maio,"",-22.929983,-43.201903,"","",0,"","",,""
1007O00017S9,2A4K,"BRS 2,4,5: Barão de Ubá","",-22.91747,-43.21103,"","",0,"","",,""
1006O00013S9,2BF2,"BRS 1,2,3,4: Marquês de Sapucaí","",-22.91423,-43.19633,"","",0,"","",,""
1007O00032C0,"",Rua Campos da Paz próximo ao 209,"",-22.9239,-43.2045,"","",0,"","",,""
1007O00033C0,"","Rua Barão de Itapagipe , 66","",-22.91902,-43.21038,"","",0,"","",,""
1007O00038C0,"","Rua Itapiru , 1553","",-22.92501,-43.20483,"","",0,"","",,""
1007O00039C0,"","Rua Itapiru , 1163","",-22.92528,-43.20125,"","",0,"","",,""
1007O00040C0,"","Rua Itapiru , 985","",-22.92513,-43.19961,"","",0,"","",,""
1007O00042C0,"","Rua Santa Alexandrina , 111","",-22.926,-43.20846,"","",0,"","",,""
1007O00043C0,"","Rua Sampaio Viana , 185","",-22.92261,-43.21113,"","",0,"","",,""
1007O00044C0,"","Ponto Final:  Rua Sampaio Viana , 5","",-22.92371,-43.21231,"","",0,"","",,""
1007O00046C0,"",Ponto Final: Santa Alexandrina :: Linha 201,"",-22.93499,-43.20986,"","",0,"","",,""
1007O00049C0,"","Avenida Paulo de Frontin , 299","",-22.91943,-43.20979,"","",0,"","",,""
1007O00051C0,"","Avenida Paulo de Frontin , 257","",-22.91797,-43.20987,"","",0,"","",,""
1007O00052C0,"","Avenida Paulo de Frontin , 276","",-22.91777,-43.21018,"","",0,"","",,""
1007O00053C0,"","Avenida Paulo de Frontin , 500","",-22.92396,-43.20983,"","",0,"","",,""
1007O00054C0,"","Avenida Paulo de Frontin , 628","",-22.92744,-43.20962,"","",0,"","",,""
1007O00055C0,"","Avenida Paulo de Frontin , 730","",-22.92968,-43.20926,"","",0,"","",,""
1007O00056C0,"","Avenida Paulo de Frontin , 876","",-22.93156,-43.20922,"","",0,"","",,""
1007O00057C0,"",Santa Alexandrina,"",-22.93145,-43.20881,"","",0,"","",,""
1007O00058C0,"","Avenida Paulo de Frontin , 685","",-22.92961,-43.20896,"","",0,"","",,""
1007O00059C0,"","Avenida Paulo de Frontin , 631","",-22.92773,-43.2093,"","",0,"","",,""
1007O00060C0,"","Avenida Paulo de Frontin , 543","",-22.92582,-43.20942,"","",0,"","",,""
1007O00061C0,"","Avenida Paulo de Frontin , 481","",-22.924,-43.20952,"","",0,"","",,""
1007O00063C0,"","Rua do Bispo , lado oposto ao número 210","",-22.92268,-43.21401,"","",0,"","",,""
1007O00064C0,"","Rua do Bispo , 71","",-22.9248,-43.21172,"","",0,"","",,""
1007O00066C0,"","Av. Paulo de Frontin , 435","",-22.922492,-43.209598,"","",0,"","",,""
1007O00070C0,"","Avenida Paulo de Frontin ,568","",-22.92588,-43.20972,"","",0,"","",,""
1007O00071C0,"",Ponto Final: Rio Comprido :: Linha 711,"",-22.92438,-43.2088,"","",0,"","",,""
1007O00072C0,"",Ponto Final: Rio Comprido :: Linha 607,"",-22.92432,-43.20941,"","",0,"","",,""
1007O00074C0,"","R. Barão de Petrópolis , 415","",-22.928204,-43.203502,"","",0,"","",,""
1007O00075C0,"","Rua Santa Alexandrina , oposto ao 262","",-22.926991,-43.20824,"","",0,"","",,""
1007O00076C0,"","Rua Itapiru , 1150","",-22.925151,-43.201223,"","",0,"","",,""
1007O00077C0,"","R. Itapiru , 1351","",-22.925151,-43.203004,"","",0,"","",,""
1008O00001S0,"",BRS 4: Praça Onze,"",-22.90769,-43.20011,"","",0,"","",,""
1008O00002S0,"","BRS 2,4: Cidade Nova","",-22.90949,-43.20594,"","",0,"","",,""
1008O00003S2,"","BRS 1,3,5: Cidade Nova","",-22.910299,-43.205638,"","",0,"","",,""
1008O00004S0,"","BRS 4,5: Praça Onze","",-22.90786,-43.19828,"","",0,"","",,""
1008O00017C0,"",Pinto de Azevedo,"",-22.912297,-43.20442,"","",0,"","",,""
1008O00017S0,"","BRS 2,4: Cidade Nova","",-22.910148,-43.205172,"","",0,"","",,""
1008O00018S0,"","BRS 1,2,3: Praça Onze","",-22.90818,-43.19931,"","",0,"","",,""
1008O00026S0,"","BRS 3,5: Praça Onze","",-22.9075,-43.19952,"","",0,"","",,""
1008O00027S0,"","BRS 1,2,3: Praça Onze","",-22.90794,-43.20089,"","",0,"","",,""
1008O00030S0,"","BRS 1,3,5: Cidade Nova","",-22.90966,-43.20643,"","",0,"","",,""
1008O00033C0,"",Rua Carmo Neto s/n entre as ruas Benedito Hipólito  e Sta Maria,"",-22.90954,-43.20028,"","",0,"","",,""
1008O00034C0,"",Rua Carmo Neto 224,"",-22.91143,-43.19956,"","",0,"","",,""
1008O00035C0,"",Rua Heitor Carrilho 150,"",-22.91376,-43.19951,"","",0,"","",,""
1008O00036C0,"",Visconde de Duprat,"",-22.91031,-43.203643,"","",0,"","",,""
1008O00037C0,"",Laura de Araújo,"",-22.9096,-43.20122,"","",0,"","",,""
1008O00038C0,"",Marquês de Sapucaí,"",-22.90861,-43.19795,"","",0,"","",,""
1008O00041C0,"",Ponto Final:  Linhas Intermunicipais :: São Gonçalo,"",-22.913339,-43.208206,"","",0,"","",,""
1008O00042C0,"",Metrô Estácio :: Linha 133,"",-22.91267,-43.20611,"","",0,"","",,""
1009O00007C0,"",Emilia Guimarães,"",-22.91597,-43.19651,"","",0,"","",,""
1008O00005S0,"","BRS 4,5: Praça Onze","",-22.908606,-43.201059,"","",0,"","",,""
1007O00068C0,"","Av. Paulo de Frontin , 394","",-22.920919,-43.209982,"","",0,"","",,""
1008O00023S0,"","BRS 4,5: Praça Onze","",-22.907609,-43.199404,"","",0,"","",,""
1008O00007S0,"","BRS 1,2,3: Praça Onze","",-22.907833,-43.198783,"","",0,"","",,""
1007O00073C0,"","Rua Almirante Alexandrino , 4098","",-22.938418,-43.206965,"","",0,"","",,""
1008O00024S0,"","BRS 1,2,3: Praça Onze","",-22.908062,-43.200725,"","",0,"","",,""
1008O00006S0,"","BRS 1,2,3: Cidade Nova","",-22.909861,-43.206312,"","",0,"","",,""
1008O00025S0,"","BRS 4,5: Cidade Nova","",-22.90968,-43.205737,"","",0,"","",,""
1007O00037C0,"","Rua Santa Alexandrina  , 565","",-22.929656,-43.208505,"","",0,"","",,""
1009O00006S9,JVTF,BRS 2: Paulo de Frontin,"",-22.91547,-43.20947,"","",0,"","",,""
1009O00001S9,SPAF,"BRS 1,4: Largo do Estácio","",-22.91405,-43.20528,"","",0,"","",,""
1008O00021S9,SHJP,"BRS 1,4: Reverendo Álvaro Reis","",-22.91288,-43.20215,"","",0,"","",,""
1008O00016S9,S6LT,BRS 2: Correia Vasques,"",-22.91274,-43.20142,"","",0,"","",,""
1008O00011S9,RP59,"BRS 1,4,I: Aníbal Benévolo","",-22.91221,-43.19866,"","",0,"","",,""
1009O00002S9,2ADX,"BRS 1,2,4: Paulo de Frontin","",-22.91639,-43.2093,"","",0,"","",,""
1009O00004S9,2AH9,"BRS 1,2,4: Largo do Estácio","",-22.91439,-43.20535,"","",0,"","",,""
1009O00005S9,2B63,"BRS 1,2,4: Viscondessa de Piracinunga","",-22.91401,-43.20054,"","",0,"","",,""
